School_Code,Subject_Offered,subject_category
3055,"Literature in English",Humanities
3055,"Malay Language",Language
3055,"Nutrition and Food Science",Science
3055,"Principles of Accounts",Math
3055,"Science (Chem, Bio)",Science
3055,"Science (Phy, Chem)",Science
3055,"Humanities (Ss, Geography)",Humanities
3055,"Humanities (Ss, History)",Humanities
3055,"Tamil Language",Language
3055,Biology,Science
3055,Chemistry,Science
3055,"Higher Chinese Language",Language
3055,"Higher Malay Language",Language
3055,"Higher Tamil Language",Language
3055,Physics,Science
3055,"Humanities (Ss, Literature in English)",Humanities
3055,Music,Art
3055,"Physical Education",Others
7104,"Appreciation of Chinese Culture",Humanities
7104,"Additional Mathematics",Math
7104,Art,Art
7104,Biology,Science
7104,Chemistry,Science
7104,"Chinese Language",Language
7104,"English Language",Language
7104,Geography,Humanities
7104,"Higher Chinese Language",Language
7104,"Higher Art",Art
7104,"Higher Music",Art
7104,History,Humanities
7104,"Literature in Chinese",Humanities
7104,"Literature in English",Humanities
7104,Mathematics,Math
7104,"Malay Language (Special Programme)",Language
7104,Music,Art
7104,Physics,Science
7104,Science,Science
7104,"Humanities (Ss, Geography)",Humanities
7104,"Humanities (Ss, History)",Humanities
7104,"Humanities (Ss, Literature in Chinese)",Humanities
7104,"Humanities (Ss, Literature in English)",Humanities
7104,"Physical Education",Others
7105,Art,Art
7105,"Basic Chinese Language",Language
7105,"Computer Applications",Science
7105,"Design & Technology",Science
7105,"Elements of Business Skills",Others
7105,"English Language",Language
7105,Mathematics,Math
7105,"Basic Malay Language",Language
7105,Science,Science
7105,"Social Studies",Humanities
7105,"Additional Mathematics",Math
7105,"Chinese Language",Language
7105,"Malay Language",Language
7105,"Nutrition and Food Science",Science
7105,"Principles of Accounts",Math
7105,"Science (Chem, Bio)",Science
7105,"Science (Phy, Chem)",Science
7105,"Humanities (Ss, Geography)",Humanities
7105,"Humanities (Ss, History)",Humanities
7105,Biology,Science
7105,Chemistry,Science
7105,Computing,Science
7105,"Higher Chinese Language",Language
7105,"Literature in English",Humanities
7105,Music,Art
7105,Physics,Science
7105,"Physical Education",Others
3029,Cce,Others
3029,Via,Others
3029,Art,Art
3029,"Chinese Language Syllabus B",Language
3029,"Design & Technology",Science
3029,"Food & Consumer Education",Others
3029,"Basic Chinese Language",Language
3029,"Computer Applications",Science
3029,"Elements of Business Skills",Others
3029,"English Language",Language
3029,Mathematics,Math
3029,"Basic Malay Language",Language
3029,Music,Art
3029,Science,Science
3029,"Social Studies",Humanities
3029,"Basic Tamil Language",Language
3029,"Additional Mathematics",Math
3029,"Chinese Language",Language
3029,"Literature in English",Humanities
3029,"Malay Language",Language
3029,"Principles of Accounts",Math
3029,"Science (Chem, Bio)",Science
3029,"Science (Phy, Chem)",Science
3029,"Humanities (Ss, Geography)",Humanities
3029,"Humanities (Ss, History)",Humanities
3029,"Tamil Language",Language
3029,Biology,Science
3029,Chemistry,Science
3029,"Chinese Language (Special Programme)",Language
3029,Computing,Science
3029,Geography,Humanities
3029,"Higher Chinese Language",Language
3029,History,Humanities
3029,"Higher Malay Language",Language
3029,"Higher Tamil Language",Language
3029,Physics,Science
3029,"Physical Education",Others
3012,"Stem Elective",Science
3012,"Design Elective",Others
3012,"Chinese Language Syllabus B",Language
3012,Art,Art
3012,"Basic Chinese Language",Language
3012,"Computer Applications",Science
3012,"English Language",Language
3012,Mathematics,Math
3012,"Basic Malay Language",Language
3012,Music,Art
3012,Science,Science
3012,"Social Studies",Humanities
3012,"Basic Tamil Language",Language
3012,"Chinese Language",Language
3012,"Design & Technology",Science
3012,Geography,Humanities
3012,"Literature in English",Humanities
3012,"Malay Language",Language
3012,"Science (Phy, Chem)",Science
3012,"Humanities (Ss, History)",Humanities
3012,"Additional Mathematics",Math
3012,Biology,Science
3012,Chemistry,Science
3012,Computing,Science
3012,"Higher Chinese Language",Language
3012,"Higher Malay Language",Language
3012,"Higher Tamil Language",Language
3012,"Literature in Tamil",Humanities
3012,Physics,Science
3012,"Humanities (Ss, Literature in Tamil)",Humanities
3012,"Tamil Language",Language
3012,"Physical Education",Others
3622,"Chinese Language Syllabus B",Language
3622,Art,Art
3622,"Basic Chinese Language",Language
3622,"Computer Applications",Science
3622,"Design & Technology",Science
3622,"English Language",Language
3622,Mathematics,Math
3622,"Basic Malay Language",Language
3622,Science,Science
3622,"Social Studies",Humanities
3622,"Additional Mathematics",Math
3622,"Chinese Language",Language
3622,"Malay Language",Language
3622,"Nutrition and Food Science",Science
3622,"Science (Chem, Bio)",Science
3622,"Science (Phy, Chem)",Science
3622,"Humanities (Ss, Geography)",Humanities
3622,"Humanities (Ss, History)",Humanities
3622,Biology,Science
3622,Chemistry,Science
3622,Electronics,Science
3622,Geography,Humanities
3622,History,Humanities
3622,Physics,Science
3622,"Project Work",Others
3622,"Humanities (Ss, Literature in English)",Humanities
3622,"Physical Education",Others
3005,"Design & Technology",Science
3005,"Food & Consumer Education",Others
3005,"Lower Secondary Computer Education Programme",Science
3005,Art,Art
3005,"Additional Mathematics",Math
3005,Biology,Science
3005,Chemistry,Science
3005,"Chinese Language",Language
3005,"Chinese Language (Special Programme)",Language
3005,"English Language",Language
3005,Geography,Humanities
3005,"Higher Chinese Language",Language
3005,"Higher Music",Art
3005,History,Humanities
3005,"Higher Malay Language",Language
3005,"Higher Tamil Language",Language
3005,"Literature in English",Humanities
3005,Mathematics,Math
3005,"Malay Language",Language
3005,"Malay Language (Special Programme)",Language
3005,Music,Art
3005,Physics,Science
3005,Science,Science
3005,"Humanities (Ss, Geography)",Humanities
3005,"Humanities (Ss, History)",Humanities
3005,"Humanities (Ss, Literature in English)",Humanities
3005,"Tamil Language",Language
3005,"Physical Education",Others
7806,"Performing Arts",Art
7806,"Visual Arts",Art
7806,"Fabulous Merchandise Display",Others
7806,"Input To Output",Others
7806,"Let's Get Connected",Others
7806,"Passion To Serve",Others
7806,"Wheels of Wonder",Others
7806,"Every Crestan Can Code",Others
7806,"Link Up the World",Others
7806,"Culinary & Restaurant Operations",Others
7806,"Internet of Things Applications",Science
7806,"Mechanical Design & Automation",Science
7806,"Mobile Web Applications",Science
7806,"Retail & E-Commerce",Others
7806,"Basic Chinese Language",Language
7806,"English Language",Language
7806,Mathematics,Math
7806,"Basic Malay Language",Language
7806,Science,Science
7806,"Basic Tamil Language",Language
7806,"Chinese Language",Language
7806,"Malay Language",Language
7806,"Physical Education",Others
3056,"Character and Citizenship Education",Others
3056,"Applied Learning Programme",Others
3056,"Chinese Language Syllabus B",Language
3056,Art,Art
3056,"Basic Chinese Language",Language
3056,"Computer Applications",Science
3056,"Design & Technology",Science
3056,"English Language",Language
3056,"Food & Consumer Education",Others
3056,Mathematics,Math
3056,"Basic Malay Language",Language
3056,"Retail Operations",Others
3056,Science,Science
3056,"Social Studies",Humanities
3056,"Chinese Language",Language
3056,Geography,Humanities
3056,History,Humanities
3056,"Literature in English",Humanities
3056,"Malay Language",Language
3056,"Nutrition and Food Science",Science
3056,"Principles of Accounts",Math
3056,"Science (Phy, Chem)",Science
3056,"Humanities (Ss, Geography)",Humanities
3056,"Humanities (Ss, History)",Humanities
3056,"Additional Mathematics",Math
3056,Chemistry,Science
3056,Physics,Science
3056,Music,Art
3056,"Physical Education",Others
3228,"Character and Citizenship Education",Others
3228,"Drama in Curriculum",Art
3228,Art,Art
3228,"Chinese Language Syllabus B",Language
3228,"Design & Technology",Science
3228,"Food & Consumer Education",Others
3228,"Basic Chinese Language",Language
3228,"Computer Applications",Science
3228,"Elements of Business Skills",Others
3228,"English Language",Language
3228,Mathematics,Math
3228,"Basic Malay Language",Language
3228,Science,Science
3228,"Social Studies",Humanities
3228,"Basic Tamil Language",Language
3228,"Chinese Language",Language
3228,"Malay Language",Language
3228,"Nutrition and Food Science",Science
3228,"Principles of Accounts",Math
3228,"Science (Phy, Chem)",Science
3228,"Humanities (Ss, Geography)",Humanities
3228,"Humanities (Ss, History)",Humanities
3228,"Tamil Language",Language
3228,"Additional Mathematics",Math
3228,Biology,Science
3228,Chemistry,Science
3228,Drama,Art
3228,Geography,Humanities
3228,"Higher Chinese Language",Language
3228,Physics,Science
3228,"Project Work",Others
3228,"Science (Phy, Bio)",Science
3228,"Humanities (Ss, Literature in English)",Humanities
3228,"Physical Education",Others
3503,"Character and Citizenship Education",Others
3503,Art,Art
3503,"Basic Chinese Language",Language
3503,"Computer Applications",Science
3503,"Design & Technology",Science
3503,"Elements of Business Skills",Others
3503,"English Language",Language
3503,"Food & Consumer Education",Others
3503,Mathematics,Math
3503,"Basic Malay Language",Language
3503,Science,Science
3503,"Social Studies",Humanities
3503,"Additional Mathematics",Math
3503,"Chinese Language",Language
3503,Geography,Humanities
3503,History,Humanities
3503,"Literature in English",Humanities
3503,"Malay Language",Language
3503,"Nutrition and Food Science",Science
3503,"Principles of Accounts",Math
3503,"Science (Chem, Bio)",Science
3503,"Science (Phy, Chem)",Science
3503,"Humanities (Ss, Geography)",Humanities
3503,"Humanities (Ss, History)",Humanities
3503,Biology,Science
3503,Chemistry,Science
3503,Physics,Science
3503,Music,Art
3101,"Art (Special Programme)",Art
3101,"Conversational Malay Programme",Language
3101,"Life Skills Programme",Others
3101,Geography,Humanities
3101,History,Humanities
3101,"Mathematics 1",Math
3101,"D1 Mathematics 2",Math
3101,"Active Citizenry Education",Others
3101,"D1 Geography",Humanities
3101,"D1 History",Humanities
3101,"D1 Literature in English",Humanities
3101,"D1 Literature in Chinese",Humanities
3101,"D2 Geography",Humanities
3101,"D2 History",Humanities
3101,"D2 Literature in English",Humanities
3101,"D2 Literature in Chinese",Humanities
3101,"D2 Mathematics 2",Math
3101,"D2 Biology",Science
3101,"D2 Chemistry",Science
3101,"D2 Physics",Science
3101,"Appreciation of Chinese Culture",Humanities
3101,Art,Art
3101,"Chinese Language",Language
3101,"English Language",Language
3101,"Higher Chinese Language",Language
3101,"Higher Music",Art
3101,"Malay Language (Special Programme)",Language
3207,"S1 Stemviadt",Science
3207,Art,Art
3207,"Basic Chinese Language",Language
3207,"Computer Applications",Science
3207,"Design & Technology",Science
3207,"Elements of Business Skills",Others
3207,"English Language",Language
3207,"Food & Consumer Education",Others
3207,Mathematics,Math
3207,"Basic Malay Language",Language
3207,Science,Science
3207,"Social Studies",Humanities
3207,"Basic Tamil Language",Language
3207,"Additional Mathematics",Math
3207,"Chinese Language",Language
3207,Geography,Humanities
3207,History,Humanities
3207,"Literature in English",Humanities
3207,"Malay Language",Language
3207,"Nutrition and Food Science",Science
3207,"Principles of Accounts",Math
3207,"Science (Chem, Bio)",Science
3207,"Science (Phy, Bio)",Science
3207,"Science (Phy, Chem)",Science
3207,"Humanities (Ss, Geography)",Humanities
3207,"Humanities (Ss, History)",Humanities
3207,"Tamil Language",Language
3207,Biology,Science
3207,Chemistry,Science
3207,"Exercise & Sports Science",Others
3207,"Higher Chinese Language",Language
3207,"Higher Malay Language",Language
3207,"Higher Tamil Language",Language
3207,Physics,Science
3207,Music,Art
3207,"Physical Education",Others
3609,"Chinese Language Syllabus B",Language
3609,Art,Art
3609,"Basic Chinese Language",Language
3609,"Computer Applications",Science
3609,"Design & Technology",Science
3609,"Elements of Business Skills",Others
3609,"English Language",Language
3609,"Food & Consumer Education",Others
3609,Mathematics,Math
3609,"Basic Malay Language",Language
3609,Music,Art
3609,Science,Science
3609,"Social Studies",Humanities
3609,"Basic Tamil Language",Language
3609,"Additional Mathematics",Math
3609,"Chinese Language",Language
3609,Geography,Humanities
3609,History,Humanities
3609,"Literature in English",Humanities
3609,"Malay Language",Language
3609,"Nutrition and Food Science",Science
3609,"Principles of Accounts",Math
3609,"Science (Chem, Bio)",Science
3609,"Science (Phy, Chem)",Science
3609,"Humanities (Ss, Geography)",Humanities
3609,"Humanities (Ss, History)",Humanities
3609,"Humanities (Ss, Literature in English)",Humanities
3609,"Tamil Language",Language
3609,Biology,Science
3609,Chemistry,Science
3609,"Higher Chinese Language",Language
3609,"Higher Malay Language",Language
3609,Physics,Science
3609,"Malay Language Syllabus B",Language
3609,"Physical Education",Others
3075,Art,Art
3075,"Design & Technology",Science
3075,"Food & Consumer Education",Others
3075,"Basic Chinese Language",Language
3075,"Computer Applications",Science
3075,"Elements of Business Skills",Others
3075,"English Language",Language
3075,Mathematics,Math
3075,"Basic Malay Language",Language
3075,Science,Science
3075,"Social Studies",Humanities
3075,"Additional Mathematics",Math
3075,"Chinese Language",Language
3075,"Malay Language",Language
3075,"Nutrition and Food Science",Science
3075,"Science (Chem, Bio)",Science
3075,"Science (Phy, Chem)",Science
3075,"Humanities (Ss, Geography)",Humanities
3075,"Humanities (Ss, History)",Humanities
3075,"Humanities (Ss, Literature in English)",Humanities
3075,Biology,Science
3075,Chemistry,Science
3075,Geography,Humanities
3075,"Higher Chinese Language",Language
3075,History,Humanities
3075,"Higher Malay Language",Language
3075,"Literature in English",Humanities
3075,Physics,Science
3075,Music,Art
3623,Art,Art
3623,"Design & Technology",Science
3623,"Food & Consumer Education",Others
3623,"Computer Applications",Science
3623,"Elements of Business Skills",Others
3623,Science,Science
3623,"Literature in English",Humanities
3623,"Principles of Accounts",Math
3623,"Science (Phy, Chem)",Science
3623,"Humanities (Ss, Geography)",Humanities
3623,"Humanities (Ss, History)",Humanities
3623,"Additional Mathematics",Math
3623,Biology,Science
3623,Chemistry,Science
3623,"Chinese Language",Language
3623,"English Language",Language
3623,"Higher Chinese Language",Language
3623,"Higher Malay Language",Language
3623,Mathematics,Math
3623,"Malay Language",Language
3623,Physics,Science
3623,"Science (Phy, Bio)",Science
3623,Music,Art
3623,"Physical Education",Others
7309,"Chinese Language Syllabus B",Language
7309,"Basic Chinese Language",Language
7309,"Computer Applications",Science
7309,"Design & Technology",Science
7309,"English Language",Language
7309,"Food & Consumer Education",Others
7309,Mathematics,Math
7309,"Basic Malay Language",Language
7309,Science,Science
7309,"Social Studies",Humanities
7309,"Chinese Language",Language
7309,"Malay Language",Language
7309,"Humanities (Ss, Geography)",Humanities
7309,"Humanities (Ss, History)",Humanities
7309,"Additional Mathematics",Math
7309,Art,Art
7309,Biology,Science
7309,Chemistry,Science
7309,Geography,Humanities
7309,"Higher Chinese Language",Language
7309,History,Humanities
7309,"Literature in English",Humanities
7309,Physics,Science
7309,"Science (Phy, Chem)",Science
7309,"Malay Language Syllabus B",Language
7309,Music,Art
7309,"Physical Education",Others
3024,"Chinese Language Syllabus B",Language
3024,"Computer Applications",Science
3024,"Elements of Business Skills",Others
3024,Science,Science
3024,"Social Studies",Humanities
3024,"Literature in English",Humanities
3024,"Science (Phy, Chem)",Science
3024,"Humanities (Ss, Geography)",Humanities
3024,"Humanities (Ss, History)",Humanities
3024,"Humanities (Ss, Literature in English)",Humanities
3024,"Additional Mathematics",Math
3024,Biology,Science
3024,Chemistry,Science
3024,"Chinese Language",Language
3024,"English Language",Language
3024,"Higher Chinese Language",Language
3024,Mathematics,Math
3024,"Malay Language",Language
3024,Physics,Science
3024,"Science (Chem, Bio)",Science
3024,"Tamil Language",Language
3024,"Physical Education",Others
3614,Art,Art
3614,"Basic Chinese Language",Language
3614,"Computer Applications",Science
3614,"Design & Technology",Science
3614,"Elements of Business Skills",Others
3614,"English Language",Language
3614,"Food & Consumer Education",Others
3614,Mathematics,Math
3614,"Basic Malay Language",Language
3614,"Nutrition and Food Science",Science
3614,Science,Science
3614,"Social Studies",Humanities
3614,"Additional Mathematics",Math
3614,"Chinese Language",Language
3614,"Malay Language",Language
3614,"Principles of Accounts",Math
3614,"Science (Phy, Chem)",Science
3614,"Humanities (Ss, Geography)",Humanities
3614,"Humanities (Ss, History)",Humanities
3614,Biology,Science
3614,Chemistry,Science
3614,Geography,Humanities
3614,"Higher Chinese Language",Language
3614,History,Humanities
3614,"Literature in English",Humanities
3614,Physics,Science
3614,Music,Art
3614,"Physical Education",Others
3006,Art,Art
3006,"Design & Technology",Science
3006,"Food & Consumer Education",Others
3006,"Basic Chinese Language",Language
3006,"Computer Applications",Science
3006,"Elements of Business Skills",Others
3006,"English Language",Language
3006,Mathematics,Math
3006,"Basic Malay Language",Language
3006,"Mobile Robotics",Science
3006,Science,Science
3006,"Social Studies",Humanities
3006,"Basic Tamil Language",Language
3006,"Additional Mathematics",Math
3006,"Chinese Language",Language
3006,"Malay Language",Language
3006,"Principles of Accounts",Math
3006,"Science (Chem, Bio)",Science
3006,"Science (Phy, Chem)",Science
3006,"Humanities (Ss, Geography)",Humanities
3006,"Humanities (Ss, History)",Humanities
3006,"Tamil Language",Language
3006,Biology,Science
3006,Chemistry,Science
3006,Geography,Humanities
3006,"Higher Chinese Language",Language
3006,History,Humanities
3006,"Higher Malay Language",Language
3006,"Literature in English",Humanities
3006,Physics,Science
3006,Music,Art
3006,"Physical Education",Others
7005,"Basic Chinese Language",Language
7005,"Computer Applications",Science
7005,"Elements of Business Skills",Others
7005,"English Language",Language
7005,Mathematics,Math
7005,"Basic Malay Language",Language
7005,Science,Science
7005,"Chinese Language",Language
7005,Geography,Humanities
7005,History,Humanities
7005,"Literature in English",Humanities
7005,"Malay Language",Language
7005,"Principles of Accounts",Math
7005,"Science (Chem, Bio)",Science
7005,"Science (Phy, Chem)",Science
7005,"Humanities (Ss, Geography)",Humanities
7005,"Humanities (Ss, History)",Humanities
7005,"Humanities (Ss, Literature in English)",Humanities
7005,"Additional Mathematics",Math
7005,Art,Art
7005,Biology,Science
7005,Chemistry,Science
7005,"Design & Technology",Science
7005,"Exercise & Sports Science",Others
7005,"Food & Consumer Education",Others
7005,"Higher Chinese Language",Language
7005,Physics,Science
3074,Art,Art
3074,"Design & Technology",Science
3074,"Food & Consumer Education",Others
3074,"Basic Chinese Language",Language
3074,"Computer Applications",Science
3074,"Elements of Business Skills",Others
3074,"English Language",Language
3074,"Smart Electrical Technology",Science
3074,Mathematics,Math
3074,"Basic Malay Language",Language
3074,Science,Science
3074,"Social Studies",Humanities
3074,"Additional Mathematics",Math
3074,"Chinese Language",Language
3074,Geography,Humanities
3074,History,Humanities
3074,"Malay Language",Language
3074,"Principles of Accounts",Math
3074,"Science (Phy, Chem)",Science
3074,"Humanities (Ss, Geography)",Humanities
3074,"Humanities (Ss, History)",Humanities
3074,Biology,Science
3074,Chemistry,Science
3074,"Literature in English",Humanities
3074,Physics,Science
3074,"Science (Chem, Bio)",Science
3074,Music,Art
3074,"Physical Education",Others
3051,"Chinese Language Syllabus B",Language
3051,Art,Art
3051,"Basic Chinese Language",Language
3051,"Computer Applications",Science
3051,"Design & Technology",Science
3051,"Elements of Business Skills",Others
3051,"English Language",Language
3051,"Food & Consumer Education",Others
3051,Mathematics,Math
3051,"Basic Malay Language",Language
3051,Science,Science
3051,"Social Studies",Humanities
3051,"Basic Tamil Language",Language
3051,"Additional Mathematics",Math
3051,"Chinese Language",Language
3051,History,Humanities
3051,"Literature in English",Humanities
3051,"Malay Language",Language
3051,"Nutrition and Food Science",Science
3051,"Principles of Accounts",Math
3051,"Science (Phy, Chem)",Science
3051,"Humanities (Ss, Geography)",Humanities
3051,"Humanities (Ss, History)",Humanities
3051,"Tamil Language",Language
3051,Biology,Science
3051,Chemistry,Science
3051,Geography,Humanities
3051,"Higher Chinese Language",Language
3051,"Higher Tamil Language",Language
3051,Physics,Science
3051,"Science (Chem, Bio)",Science
3051,Music,Art
3051,"Physical Education",Others
3238,"Chinese Language Syllabus B",Language
3238,Art,Art
3238,"Basic Chinese Language",Language
3238,"Computer Applications",Science
3238,"Design & Technology",Science
3238,"Elements of Business Skills",Others
3238,"English Language",Language
3238,"Food & Consumer Education",Others
3238,Mathematics,Math
3238,"Basic Malay Language",Language
3238,Science,Science
3238,"Social Studies",Humanities
3238,"Basic Tamil Language",Language
3238,"Additional Mathematics",Math
3238,"Chinese Language",Language
3238,Geography,Humanities
3238,History,Humanities
3238,"Literature in English",Humanities
3238,"Malay Language",Language
3238,"Nutrition and Food Science",Science
3238,"Principles of Accounts",Math
3238,"Science (Chem, Bio)",Science
3238,"Science (Phy, Bio)",Science
3238,"Science (Phy, Chem)",Science
3238,"Humanities (Ss, Geography)",Humanities
3238,"Humanities (Ss, History)",Humanities
3238,"Tamil Language",Language
3238,Biology,Science
3238,Chemistry,Science
3238,Computing,Science
3238,"Higher Chinese Language",Language
3238,Physics,Science
3238,"Humanities (Ss, Literature in English)",Humanities
3238,Music,Art
3238,"Physical Education",Others
7031,"Character & Citizenship Education",Others
7031,"Chinese Language Syllabus B",Language
7031,Art,Art
7031,"Basic Chinese Language",Language
7031,"Computer Applications",Science
7031,"Elements of Business Skills",Others
7031,"English Language",Language
7031,"Food & Consumer Education",Others
7031,Mathematics,Math
7031,"Basic Malay Language",Language
7031,Music,Art
7031,Science,Science
7031,"Social Studies",Humanities
7031,"Additional Mathematics",Math
7031,"Chinese Language",Language
7031,"Design & Technology",Science
7031,Geography,Humanities
7031,History,Humanities
7031,"Literature in English",Humanities
7031,"Malay Language",Language
7031,"Nutrition and Food Science",Science
7031,"Principles of Accounts",Math
7031,"Science (Chem, Bio)",Science
7031,"Science (Phy, Chem)",Science
7031,"Humanities (Ss, Geography)",Humanities
7031,"Humanities (Ss, History)",Humanities
7031,Biology,Science
7031,Chemistry,Science
7031,"Higher Chinese Language",Language
7031,Physics,Science
7031,"Physical Education",Others
3048,Art,Art
3048,"Basic Chinese Language",Language
3048,"Computer Applications",Science
3048,"Design & Technology",Science
3048,"Elements of Business Skills",Others
3048,"English Language",Language
3048,"Food & Consumer Education",Others
3048,Mathematics,Math
3048,"Basic Malay Language",Language
3048,"Mobile Robotics",Science
3048,Science,Science
3048,"Social Studies",Humanities
3048,"Additional Mathematics",Math
3048,"Chinese Language",Language
3048,Geography,Humanities
3048,History,Humanities
3048,"Literature in English",Humanities
3048,"Malay Language",Language
3048,"Nutrition and Food Science",Science
3048,"Principles of Accounts",Math
3048,"Science (Phy, Chem)",Science
3048,"Humanities (Ss, Geography)",Humanities
3048,"Humanities (Ss, History)",Humanities
3048,Biology,Science
3048,Chemistry,Science
3048,Electronics,Science
3048,"Higher Chinese Language",Language
3048,Physics,Science
3048,Music,Art
3048,"Physical Education",Others
7108,"Chinese Language Syllabus B",Language
7108,Art,Art
7108,"Basic Chinese Language",Language
7108,"Computer Applications",Science
7108,"Design & Technology",Science
7108,"Elements of Business Skills",Others
7108,"English Language",Language
7108,Mathematics,Math
7108,"Basic Malay Language",Language
7108,"Additional Mathematics",Math
7108,"Chinese Language",Language
7108,Geography,Humanities
7108,"Malay Language",Language
7108,"Nutrition and Food Science",Science
7108,"Principles of Accounts",Math
7108,"Science (Phy, Chem)",Science
7108,"Humanities (Ss, Geography)",Humanities
7108,"Humanities (Ss, History)",Humanities
7108,Biology,Science
7108,Chemistry,Science
7108,Computing,Science
7108,"Higher Chinese Language",Language
7108,History,Humanities
7108,"Literature in English",Humanities
7108,Music,Art
7108,Physics,Science
7108,"Science (Chem, Bio)",Science
7108,"Physical Education",Others
3046,Art,Art
3046,"Basic Chinese Language",Language
3046,"Computer Applications",Science
3046,"Design & Technology",Science
3046,"Elements of Business Skills",Others
3046,"English Language",Language
3046,"Food & Consumer Education",Others
3046,Mathematics,Math
3046,"Basic Malay Language",Language
3046,Music,Art
3046,Science,Science
3046,"Social Studies",Humanities
3046,"Chinese Language",Language
3046,Geography,Humanities
3046,History,Humanities
3046,"Literature in English",Humanities
3046,"Malay Language",Language
3046,"Nutrition and Food Science",Science
3046,"Principles of Accounts",Math
3046,"Science (Phy, Chem)",Science
3046,"Humanities (Ss, Geography)",Humanities
3046,"Humanities (Ss, History)",Humanities
3046,"Additional Mathematics",Math
3046,Biology,Science
3046,Chemistry,Science
3046,Computing,Science
3046,"Higher Chinese Language",Language
3046,Physics,Science
3046,"Science (Chem, Bio)",Science
3046,"Humanities (Ss, Literature in Malay)",Humanities
3046,"Physical Education",Others
3226,"Computer Applications",Science
3226,"Design & Technology",Science
3226,"Elements of Business Skills",Others
3226,"English Language",Language
3226,Mathematics,Math
3226,"Basic Malay Language",Language
3226,"Nutrition and Food Science",Science
3226,Science,Science
3226,"Social Studies",Humanities
3226,"Basic Tamil Language",Language
3226,"Additional Mathematics",Math
3226,Art,Art
3226,"Food & Consumer Education",Others
3226,Geography,Humanities
3226,History,Humanities
3226,"Literature in English",Humanities
3226,"Malay Language",Language
3226,"Science (Chem, Bio)",Science
3226,"Science (Phy, Chem)",Science
3226,"Humanities (Ss, Geography)",Humanities
3226,"Humanities (Ss, History)",Humanities
3226,"Humanities (Ss, Literature in English)",Humanities
3226,Biology,Science
3226,Chemistry,Science
3226,"Chinese Language",Language
3226,"Higher Chinese Language",Language
3226,"Higher Art",Art
3226,Music,Art
3226,Physics,Science
806,"Appreciation of Chinese Culture",Humanities
806,"Additional Mathematics",Math
806,Art,Art
806,Biology,Science
806,Chemistry,Science
806,"English Language",Language
806,Geography,Humanities
806,"Higher Chinese Language",Language
806,"Literature in English",Humanities
806,Mathematics,Math
806,"Malay Language (Special Programme)",Language
806,Physics,Science
806,"Humanities (Ss, History)",Humanities
3608,Art,Art
3608,"Basic Chinese Language",Language
3608,"Computer Applications",Science
3608,"Design & Technology",Science
3608,"Elements of Business Skills",Others
3608,"English Language",Language
3608,"Food & Consumer Education",Others
3608,Mathematics,Math
3608,"Basic Malay Language",Language
3608,Science,Science
3608,"Social Studies",Humanities
3608,"Additional Mathematics",Math
3608,"Chinese Language",Language
3608,"Malay Language",Language
3608,"Nutrition and Food Science",Science
3608,"Principles of Accounts",Math
3608,"Science (Chem, Bio)",Science
3608,"Science (Phy, Chem)",Science
3608,"Humanities (Ss, Geography)",Humanities
3608,"Humanities (Ss, History)",Humanities
3608,Biology,Science
3608,Chemistry,Science
3608,Computing,Science
3608,Geography,Humanities
3608,History,Humanities
3608,"Literature in English",Humanities
3608,Physics,Science
3608,"Humanities (Ss, Literature in Malay)",Humanities
3608,Music,Art
3608,"Physical Education",Others
3211,Art,Art
3211,"Design & Technology",Science
3211,"Food & Consumer Education",Others
3211,"Basic Chinese Language",Language
3211,"Computer Applications",Science
3211,"Elements of Business Skills",Others
3211,"English Language",Language
3211,Mathematics,Math
3211,"Basic Malay Language",Language
3211,"Mobile Robotics",Science
3211,Science,Science
3211,"Social Studies",Humanities
3211,"Basic Tamil Language",Language
3211,"Additional Mathematics",Math
3211,"Chinese Language",Language
3211,"Malay Language",Language
3211,"Principles of Accounts",Math
3211,"Science (Chem, Bio)",Science
3211,"Science (Phy, Chem)",Science
3211,"Humanities (Ss, Geography)",Humanities
3211,"Humanities (Ss, History)",Humanities
3211,"Humanities (Ss, Literature in English)",Humanities
3211,"Tamil Language",Language
3211,Biology,Science
3211,Chemistry,Science
3211,Computing,Science
3211,Geography,Humanities
3211,"Higher Chinese Language",Language
3211,History,Humanities
3211,"Higher Malay Language",Language
3211,"Literature in Chinese",Humanities
3211,Physics,Science
3211,Music,Art
3211,"Physical Education",Others
3068,Art,Art
3068,"Basic Chinese Language",Language
3068,"Computer Applications",Science
3068,"Design & Technology",Science
3068,"Elements of Business Skills",Others
3068,"English Language",Language
3068,"Food & Consumer Education",Others
3068,Mathematics,Math
3068,"Basic Malay Language",Language
3068,Science,Science
3068,"Social Studies",Humanities
3068,"Basic Tamil Language",Language
3068,"Additional Mathematics",Math
3068,"Chinese Language",Language
3068,Geography,Humanities
3068,History,Humanities
3068,"Literature in English",Humanities
3068,"Malay Language",Language
3068,"Nutrition and Food Science",Science
3068,"Principles of Accounts",Math
3068,"Science (Chem, Bio)",Science
3068,"Science (Phy, Chem)",Science
3068,"Humanities (Ss, Geography)",Humanities
3068,"Humanities (Ss, History)",Humanities
3068,"Humanities (Ss, Literature in English)",Humanities
3068,"Tamil Language",Language
3068,Biology,Science
3068,Chemistry,Science
3068,Computing,Science
3068,"Exercise & Sports Science",Others
3068,"Higher Chinese Language",Language
