school_code,dsa_cca,dsa_category
7307,"Choir (Girls and Boys)",Arts
7307,"Concert Band (Girls and Boys)",Arts
7307,"Wushu (Girls and Boys)",Sports
7307,"Chinese Calligraphy (Girls and Boys)","Clubs and Societies"
7111,"Chinese Language (Boys)","Clubs and Societies"
7111,"English Literary - Debate and Scrabble (Boys)","Clubs and Societies"
7111,"Scouts (Boys)","Uniform Group"
7111,"Chinese Language, Drama And Debating (Boys)","Clubs and Societies"
7111,"Chinese Orchestra (Boys)","Clubs and Societies"
7111,"Concert Band (Boys)",Arts
7111,"Robotics (Boys)","Clubs and Societies"
7111,"Archery (Boys)",Sports
7111,"Badminton (Boys)",Sports
7111,"Basketball (Boys)",Sports
7111,"Bowling (Boys)",Sports
7111,"Softball (Boys)",Sports
7111,"Sport Climbing (Boys)",Sports
7111,"Table Tennis (Boys)",Sports
7111,"Taekwondo (Boys)",Sports
7111,"Wushu (Boys)",Sports
7111,"Media Arts/Film/Photography (Boys)","Clubs and Societies"
3615,"Leadership (Girls and Boys)","Clubs and Societies"
3615,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3615,"Concert Band (Girls and Boys)",Arts
3615,"English Drama (Girls and Boys)",Arts
3615,"Malay Dance (Girls and Boys)",Arts
3615,"Modern Dance (Girls and Boys)",Arts
3615,"Environmental Science (Girls and Boys)","Clubs and Societies"
3615,"Badminton (Girls and Boys)",Sports
3615,"Floorball (Girls)",Sports
3615,"Sepaktakraw (Boys)",Sports
3031,"Chinese Language (Girls and Boys)","Clubs and Societies"
3031,"Debating (Girls and Boys)","Clubs and Societies"
3031,"Malay Language (Girls and Boys)","Clubs and Societies"
3031,"Public Speaking (Girls and Boys)","Clubs and Societies"
3031,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3031,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3031,"Choir (Girls and Boys)",Arts
3031,"Concert Band (Girls and Boys)",Arts
3031,"English Drama (Girls and Boys)",Arts
3031,"Modern Dance (Girls and Boys)",Arts
3031,"Basketball (Boys)",Sports
3031,"Football (Boys)",Sports
3031,"Table Tennis (Girls and Boys)",Sports
3031,"Taekwondo (Girls and Boys)",Sports
3076,"Basketball (Boys)",Sports
3076,"Floorball (Girls and Boys)",Sports
3076,"Football (Girls and Boys)",Sports
7030,"English Language (Girls) - IP","Clubs and Societies"
7030,"English Language (Girls)","Clubs and Societies"
7030,"Music Elective Programme (Girls) - IP","Clubs and Societies"
7030,"Music Elective Programme (Girls)","Clubs and Societies"
7030,"STEM (Girls) - IP","Clubs and Societies"
7030,"STEM (Girls)","Clubs and Societies"
7030,"Artistic Swimming (Girls) - IP",Arts
7030,"Artistic Swimming (Girls)",Arts
7030,"Bowling (Girls) - IP",Sports
7030,"Bowling (Girls)",Sports
7030,"Football (Girls) - IP",Sports
7030,"Football (Girls)",Sports
7030,"Netball (Girls) - IP",Sports
7030,"Netball (Girls)",Sports
7030,"Softball (Girls) - IP",Sports
7030,"Softball (Girls)",Sports
7030,"Squash (Girls) - IP",Sports
7030,"Squash (Girls)",Sports
7030,"Swimming (Girls) - IP",Sports
7030,"Swimming (Girls)",Sports
7030,"Tennis (Girls) - IP",Sports
7030,"Tennis (Girls)",Sports
7011,"Badminton (Boys)",Sports
7011,"Basketball (Boys)",Sports
7011,"Football (Boys)",Sports
7011,"Rugby (Boys)",Sports
7011,"Softball (Boys)",Sports
7011,"Wushu (Boys)",Sports
7112,"Bilingualism (Girls and Boys)","Clubs and Societies"
7112,"Chinese Dance (Girls)","Clubs and Societies"
7112,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
7112,"Basketball (Girls and Boys)",Sports
7112,"Table Tennis (Girls and Boys)",Sports
7112,"Wushu (Girls and Boys)",Sports
7112,"Visual Arts (Girls and Boys)",Arts
3047,"Debating (Girls and Boys)","Clubs and Societies"
3047,"Leadership (Girls and Boys)","Clubs and Societies"
3047,"Chinese and Modern Dance (Girls and Boys)","Clubs and Societies"
3047,"Chinese Drama (Girls and Boys)","Clubs and Societies"
3047,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3047,"Choir (Girls and Boys)",Arts
3047,"Concert Band (Girls and Boys)",Arts
3047,"English Drama (Girls and Boys)",Arts
3047,"Guzheng Ensemble (Girls and Boys)",Arts
3047,"Harp Ensemble (Girls and Boys)",Arts
3047,"Badminton (Girls and Boys)",Sports
3047,"Basketball (Boys)",Sports
3047,"Netball (Girls)",Sports
3047,"Softball (Girls)",Sports
3047,"Table Tennis (Girls and Boys)",Sports
3047,"Track and Field (Girls and Boys)",Sports
3047,"Chinese Calligraphy (Girls and Boys)","Clubs and Societies"
7114,"Innovation (Girls)","Clubs and Societies"
7114,"Bilingualism (Girls)","Clubs and Societies"
7114,"Service Leadership (Girls)","Clubs and Societies"
7114,"Chinese Dance (Girls)","Clubs and Societies"
7114,"Chinese Orchestra (Girls)","Clubs and Societies"
7114,"Concert Band (Girls)",Arts
7114,"String Ensemble (Girls)",Arts
7114,"Mathematics (Girls)","Clubs and Societies"
7114,"Science (Girls)","Clubs and Societies"
7114,"Artistic Gymnastics (Girls)",Arts
7114,"Badminton (Girls)",Sports
7114,"Basketball (Girls)",Sports
7114,"Netball (Girls)",Sports
7114,"Softball (Girls)",Sports
7114,"Table Tennis (Girls)",Sports
7114,"Tennis (Girls)",Sports
7114,"Track and Field (Girls)",Sports
7114,"Volleyball (Girls)",Sports
7114,"Wushu (Girls)",Sports
7114,"Chinese Calligraphy (Girls)","Clubs and Societies"
701,"Chinese Dance (Girls and Boys)","Clubs and Societies"
701,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
701,"Choir (Girls and Boys)",Arts
701,"Concert Band (Girls and Boys)",Arts
701,"Guitar Ensemble (Girls and Boys)",Arts
701,"Guzheng Ensemble (Girls and Boys)",Arts
701,"Indian Dance (Girls and Boys)",Arts
701,"Malay Dance (Girls and Boys)",Arts
701,"Modern Dance (Girls and Boys)",Arts
701,"Music (Girls and Boys)",Arts
701,"String Ensemble (Girls and Boys)",Arts
701,"Engineering Innovation and Solutions (Girls and Boys)","Clubs and Societies"
701,"Basketball (Girls and Boys)",Sports
701,"Canoeing (Girls and Boys)",Sports
701,"Cross Country (Girls and Boys)",Sports
701,"Shooting (Girls and Boys)",Sports
701,"Softball (Girls)",Sports
701,"Squash (Girls and Boys)",Sports
701,"Track and Field (Girls and Boys)",Sports
701,"Art Elective Programme (Girls and Boys)","Clubs and Societies"
3214,"Leadership (Girls and Boys)","Clubs and Societies"
3214,"Choir (Girls and Boys)",Arts
3214,"Concert Band (Girls and Boys)",Arts
3214,"Indian Dance (Girls and Boys)",Arts
3214,"Modern Dance (Girls and Boys)",Arts
3214,"Table Tennis (Girls and Boys)",Sports
3214,"Visual Arts (Girls and Boys)",Arts
3507,"Leadership (Girls and Boys)","Clubs and Societies"
3507,"Guzheng Ensemble (Girls)",Arts
3507,"Basketball (Boys)",Sports
3507,"Fencing (Girls and Boys)",Sports
3507,"Visual Arts (Girls and Boys)",Arts
7310,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
7310,"Coding (Girls and Boys)","Clubs and Societies"
7310,"Badminton (Girls and Boys)",Sports
7310,"Basketball (Boys)",Sports
7310,"Volleyball (Girls)",Sports
7310,"Wushu (Girls and Boys)",Sports
3071,"Chinese Dance (Girls)","Clubs and Societies"
3071,"Choir (Girls)",Arts
3071,"Concert Band (Girls and Boys)",Arts
3071,"Modern Dance (Girls and Boys)",Arts
3071,"String Ensemble (Girls and Boys)",Arts
3071,"Basketball (Girls and Boys)",Sports
3071,"Football (Boys)",Sports
3071,"Golf (Girls and Boys)",Sports
3071,"Netball (Girls)",Sports
3071,"Track and Field (Girls and Boys)",Sports
3612,"Leadership (Girls and Boys)","Clubs and Societies"
3612,"Concert Band (Girls and Boys)",Arts
3612,"Guzheng Ensemble (Girls and Boys)",Arts
3612,"Modern Dance (Girls and Boys)",Arts
3612,"Aerospace (Girls and Boys)","Clubs and Societies"
3612,"Badminton (Girls and Boys)",Sports
3612,"Floorball (Boys)",Sports
3612,"Outdoor Adventure (Girls and Boys)",Sports
3058,"Basketball (Boys)",Sports
3058,"Floorball (Girls and Boys)",Sports
3058,"Hockey (Girls and Boys)",Sports
3058,"Netball (Girls)",Sports
3058,"Wushu (Girls and Boys)",Sports
7801,"Mathematics (Girls and Boys)","Clubs and Societies"
7801,"Science (Girls and Boys)","Clubs and Societies"
3605,"Community Youth Leadership (Girls and Boys)","Clubs and Societies"
3605,"Leadership (Girls and Boys)","Clubs and Societies"
3605,"Choir (Girls and Boys)",Arts
3605,"Concert Band (Girls and Boys)",Arts
3605,"English Drama (Girls and Boys)",Arts
3605,"Guitar Ensemble (Girls and Boys)",Arts
3605,"Modern Dance (Girls and Boys)",Arts
3605,"Basketball (Girls and Boys)",Sports
3605,"Floorball (Girls and Boys)",Sports
3605,"Football (Boys)",Sports
3605,"Netball (Girls)",Sports
3605,"Wushu (Girls and Boys)",Sports
3605,"Visual Arts (Girls and Boys)",Arts
3215,"Entrepreneurship (Girls and Boys)","Clubs and Societies"
3215,"Basketball (Boys)",Sports
3215,"Netball (Girls)",Sports
3215,"Rockwall Climbing (Girls and Boys)",Sports
3215,"Swimming (Girls and Boys)",Sports
3215,"Water Polo (Boys)",Sports
3613,"Chinese Language (Girls and Boys)","Clubs and Societies"
3613,"Communication (Girls and Boys)","Clubs and Societies"
3613,"Malay Language (Girls and Boys)","Clubs and Societies"
3613,"Tamil Language (Girls and Boys)","Clubs and Societies"
3613,"Choir (Girls and Boys)",Arts
3613,"Concert Band (Girls and Boys)",Arts
3613,"English Drama (Girls and Boys)",Arts
3613,"Guzheng Ensemble (Girls and Boys)",Arts
3613,"Modern Dance (Girls and Boys)",Arts
3613,"Fencing (Girls and Boys)",Sports
3235,"English Language (Girls and Boys)","Clubs and Societies"
3235,"Humanities (Girls and Boys)","Clubs and Societies"
3235,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3235,"Choir (Girls and Boys)",Arts
3235,"Concert Band (Girls and Boys)",Arts
3235,"English Drama (Girls and Boys)",Arts
3235,"Modern Dance (Girls and Boys)",Arts
3235,"Digital Media (Girls and Boys)","Clubs and Societies"
3235,"Football (Boys)",Sports
3235,"Volleyball (Girls and Boys)",Sports
7026,"Leadership (Girls)","Clubs and Societies"
7026,"Guzheng Ensemble (Girls)",Arts
7026,"Handbell Ensemble (Girls)",Arts
7026,"Harp Ensemble (Girls)",Arts
7026,"Badminton (Girls)",Sports
7026,"Netball (Girls)",Sports
7026,"Rhythmic Gymnastics (Girls)",Sports
7026,"Swimming (Girls)",Sports
7026,"Table Tennis (Girls)",Sports
7026,"Volleyball (Girls)",Sports
3073,"Guzheng Ensemble (Girls and Boys)",Arts
3073,"Robotics (Girls and Boys)","Clubs and Societies"
3073,"Floorball (Girls)",Sports
3073,"Taekwondo (Girls and Boys)",Sports
3073,"Wushu (Girls and Boys)",Sports
3232,"Leadership (Girls and Boys)","Clubs and Societies"
3232,"National Cadet Corps (NCC) Sea (Girls and Boys)","Uniform Group"
3232,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3232,"English Drama (Girls and Boys)",Arts
3232,"Basketball (Boys)",Sports
3232,"Softball (Girls and Boys)",Sports
3232,"Volleyball (Girls and Boys)",Sports
3061,"National Cadet Corps (NCC) Land (Boys)","Uniform Group"
3061,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3061,"Scouts (Girls and Boys)","Uniform Group"
3061,"Media (Girls and Boys)","Clubs and Societies"
7308,"Leadership (Girls and Boys)","Clubs and Societies"
7308,"Concert Band (Girls and Boys)",Arts
7308,"Guzheng Ensemble (Girls and Boys)",Arts
7308,"STEM (Girls and Boys)","Clubs and Societies"
7308,"Basketball (Girls and Boys)",Sports
7308,"Table Tennis (Girls and Boys)",Sports
7308,"Volleyball (Girls and Boys)",Sports
3070,"Community Youth Leadership (Girls and Boys)","Clubs and Societies"
3070,"Choir (Girls and Boys)",Arts
3070,"Environmental Science (Girls and Boys)","Clubs and Societies"
3070,"Volleyball (Girls and Boys)",Sports
3508,"Community Youth Leadership (Girls and Boys)","Clubs and Societies"
3508,"Concert Band (Girls and Boys)",Arts
3508,"Malay Dance (Girls and Boys)",Arts
3508,"Science for Sustainable Development (Girls and Boys)","Clubs and Societies"
3508,"Basketball (Girls and Boys)",Sports
3508,"Volleyball (Girls and Boys)",Sports
3007,"Chinese Dance (Girls)","Clubs and Societies"
3007,"Choir (Girls and Boys)",Arts
3007,"Concert Band (Girls and Boys)",Arts
3007,"English Drama (Girls and Boys)",Arts
3007,"Modern Dance (Girls)",Arts
3007,"Badminton (Girls)",Sports
3007,"Basketball (Boys)",Sports
3007,"Football (Girls and Boys)",Sports
3007,"Hockey (Girls and Boys)",Sports
3007,"Volleyball (Girls and Boys)",Sports
3008,"Chinese Language (Girls)","Clubs and Societies"
3008,"English Language (Girls)","Clubs and Societies"
3008,"Malay Language (Girls)","Clubs and Societies"
3008,"Tamil Language (Girls)","Clubs and Societies"
3008,"Community Youth Leadership (Girls)","Clubs and Societies"
3008,"Music Elective Programme (Girls)","Clubs and Societies"
3008,"Mathematics (Girls)","Clubs and Societies"
3008,"Science (Girls)","Clubs and Societies"
3008,"Badminton (Girls)",Sports
3008,"Basketball (Girls)",Sports
3008,"Netball (Girls)",Sports
3008,"Rhythmic Gymnastics (Girls)",Sports
3008,"Sailing (Girls)",Sports
3008,"Softball (Girls)",Sports
3008,"Squash (Girls)",Sports
3008,"Swimming (Girls)",Sports
3008,"Table Tennis (Girls)",Sports
3008,"Tennis (Girls)",Sports
3008,"Visual Arts (Girls)",Arts
3009,"English Language (Boys)","Clubs and Societies"
3009,"Malay Language (Boys)","Clubs and Societies"
3009,"Leadership and Character (Boys)","Clubs and Societies"
3009,"Music (Boys)",Arts
3009,"Mathematics (Boys)","Clubs and Societies"
3009,"Science (Boys)","Clubs and Societies"
3009,"Badminton (Boys)",Sports
3009,"Basketball (Boys)",Sports
3009,"Cricket (Boys)",Sports
3009,"Cross Country (Boys)",Sports
3009,"Hockey (Boys)",Sports
3009,"Judo (Boys)",Sports
3009,"Rugby (Boys)",Sports
3009,"Sailing (Boys)",Sports
3009,"Shooting (Boys)",Sports
3009,"Softball (Boys)",Sports
3009,"Squash (Boys)",Sports
3009,"Swimming (Boys)",Sports
3009,"Table Tennis (Boys)",Sports
3009,"Tennis (Boys)",Sports
3009,"Track and Field (Boys)",Sports
3009,"Water Polo (Boys)",Sports
3009,"Visual Arts (Boys)",Arts
3618,"Boys' Brigade (Boys)","Uniform Group"
3618,"Girls' Brigade (Girls)","Uniform Group"
3618,"Leadership (Girls and Boys)","Clubs and Societies"
3618,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3618,"Red Cross Youth (Girls and Boys)","Uniform Group"
3618,"Choir (Girls and Boys)",Arts
3618,"Concert Band (Girls and Boys)",Arts
3103,"Debating (Girls and Boys)","Clubs and Societies"
3103,"Leadership (Girls and Boys)","Clubs and Societies"
3103,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3103,"Chinese Drama (Girls and Boys)","Clubs and Societies"
3103,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3103,"Choir (Girls and Boys)",Arts
3103,"Concert Band (Girls and Boys)",Arts
3103,"English Drama (Girls and Boys)",Arts
3103,"Robotics (Girls and Boys)","Clubs and Societies"
3103,"Scientific Investigation (Girls and Boys)","Clubs and Societies"
3103,"Badminton (Girls and Boys)",Sports
3103,"Basketball (Boys)",Sports
3103,"Floorball (Girls)",Sports
3103,"Netball (Girls)",Sports
3103,"Softball (Girls)",Sports
3103,"Table Tennis (Girls and Boys)",Sports
3103,"Volleyball (Girls)",Sports
3103,"Wushu (Girls and Boys)",Sports
3103,"Chinese Calligraphy (Girls and Boys)","Clubs and Societies"
3103,"Chinese Painting (Girls and Boys)","Clubs and Societies"
3239,"Tamil Language (Girls and Boys)","Clubs and Societies"
3239,"Leadership and Character (Girls and Boys)","Clubs and Societies"
3239,"Choir (Girls and Boys)",Arts
3239,"Concert Band (Girls and Boys)",Arts
3239,"STEM (Girls and Boys)","Clubs and Societies"
3239,"Media (Girls and Boys)","Clubs and Societies"
7805,"STEAM (Science, Technology, Engineering, Aesthetics and Mathematics) (Girls and Boys)","Clubs and Societies"
7802,"Debating And Public Speaking (Girls and Boys)","Clubs and Societies"
7802,"English Language (Girls and Boys)","Clubs and Societies"
7802,"Journalism (Girls and Boys)","Clubs and Societies"
7802,"Ballet (Girls and Boys)",Sports
7802,"Chinese and Modern Dance (Girls and Boys)","Clubs and Societies"
7802,"Chinese Dance (Girls and Boys)","Clubs and Societies"
7802,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
7802,"Choir (Girls and Boys)",Arts
7802,"Concert Band (Girls and Boys)",Arts
7802,"English Drama (Girls and Boys)",Arts
7802,"Guitar Ensemble (Girls and Boys)",Arts
7802,"Guzheng Ensemble (Girls and Boys)",Arts
7802,"Harp Ensemble (Girls and Boys)",Arts
7802,"Indian Dance (Girls and Boys)",Arts
7802,"Jazz Dance (Girls and Boys)",Arts
7802,"Malay Dance (Girls and Boys)",Arts
7802,"Marching Band (Girls and Boys)",Arts
7802,"Modern Dance (Girls and Boys)",Arts
7802,"Music (Girls and Boys)",Arts
7802,"Percussion Ensemble  (Girls and Boys)",Arts
7802,"String Ensemble (Girls and Boys)",Arts
7802,"Tap Dance (Girls and Boys)",Arts
7802,"Theatre (Girls and Boys)",Arts
7802,"Chinese Calligraphy (Girls and Boys)","Clubs and Societies"
7802,"Chinese Painting (Girls and Boys)","Clubs and Societies"
7802,"Media Arts/Film/Photography (Girls and Boys)","Clubs and Societies"
7802,"Visual Arts (Girls and Boys)",Arts
3606,"Leadership (Girls and Boys)","Clubs and Societies"
3607,"Badminton (Girls and Boys)",Sports
3607,"Basketball (Girls and Boys)",Sports
3607,"Football (Boys)",Sports
3607,"Hockey (Girls and Boys)",Sports
3607,"Netball (Girls)",Sports
3509,"Choir (Girls and Boys)",Arts
3509,"Concert Band (Girls and Boys)",Arts
3509,"English Drama (Girls and Boys)",Arts
3509,"Guzheng Ensemble (Girls and Boys)",Arts
3509,"Modern Dance (Girls and Boys)",Arts
3509,"Floorball (Girls)",Sports
3509,"Football (Boys)",Sports
3010,"Community Youth Leadership (Girls and Boys)","Clubs and Societies"
3010,"Programming and 3D modelling (Girls and Boys)","Clubs and Societies"
7014,"Chinese Language (Girls) - IP","Clubs and Societies"
7014,"English Language (Girls) - IP","Clubs and Societies"
7014,"Malay Language (Girls) - IP","Clubs and Societies"
7014,"Tamil Language (Girls) - IP","Clubs and Societies"
7014,"Leadership (Girls) - IP","Clubs and Societies"
7014,"Leadership (Girls)","Clubs and Societies"
7014,"Chinese Drama (Girls) - IP","Clubs and Societies"
7014,"Chinese Drama (Girls)","Clubs and Societies"
7014,"Choir (Girls) - IP",Arts
7014,"Choir (Girls)",Arts
7014,"Concert Band (Girls) - IP",Arts
7014,"Concert Band (Girls)",Arts
7014,"English Drama (Girls) - IP",Arts
7014,"English Drama (Girls)",Arts
7014,"Handbell Ensemble (Girls) - IP",Arts
7014,"Handbell Ensemble (Girls)",Arts
7014,"Modern Dance (Girls) - IP",Arts
7014,"Modern Dance (Girls)",Arts
7014,"String Ensemble (Girls) - IP",Arts
7014,"String Ensemble (Girls)",Arts
7014,"Mathematics (Girls) - IP","Clubs and Societies"
7014,"Robotics (Girls) - IP","Clubs and Societies"
7014,"Robotics (Girls)","Clubs and Societies"
7014,"Science (Girls) - IP","Clubs and Societies"
7014,"Artistic Gymnastics (Girls) - IP",Arts
7014,"Artistic Gymnastics (Girls)",Arts
7014,"Artistic Swimming (Girls) - IP",Arts
7014,"Artistic Swimming (Girls)",Arts
7014,"Badminton (Girls) - IP",Sports
7014,"Badminton (Girls)",Sports
7014,"Basketball (Girls) - IP",Sports
7014,"Basketball (Girls)",Sports
7014,"Netball (Girls) - IP",Sports
7014,"Netball (Girls)",Sports
7014,"Squash (Girls) - IP",Sports
7014,"Squash (Girls)",Sports
7014,"Swimming (Girls) - IP",Sports
7014,"Swimming (Girls)",Sports
7014,"Tennis (Girls) - IP",Sports
7014,"Tennis (Girls)",Sports
7014,"Trampoline (Girls) - IP",Sports
7014,"Trampoline (Girls)",Sports
3053,"Floorball (Girls and Boys)",Sports
3053,"Rockwall Climbing (Girls and Boys)",Sports
3053,"Taekwondo (Girls and Boys)",Sports
7015,"Concert Band (Boys)",Arts
7015,"STEM (Boys)","Clubs and Societies"
7015,"Hockey (Boys)",Sports
7015,"Rugby (Boys)",Sports
7015,"Tennis (Boys)",Sports
7015,"Water Polo (Boys)",Sports
7015,"Visual Arts (Boys)",Arts
7016,"Angklung/Kulintang Ensemble (Girls)",Arts
7016,"Choir (Girls)",Arts
7016,"Concert Band (Girls)",Arts
7016,"English Drama (Girls)",Arts
7016,"Guitar Ensemble (Girls)",Arts
7016,"Indian Dance (Girls)",Arts
7016,"Modern Dance (Girls)",Arts
7016,"Percussion Ensemble (Girls)",Arts
7016,"Badminton (Girls)",Sports
7016,"Floorball (Girls)",Sports
7016,"Netball (Girls)",Sports
7016,"Taekwondo (Girls)",Sports
7016,"Tennis (Girls)",Sports
7016,"Track and Field (Girls)",Sports
7017,"Debating (Boys)","Clubs and Societies"
7017,"National Cadet Corps (NCC) Air (Boys)","Uniform Group"
7017,"National Cadet Corps (NCC) Land (Boys)","Uniform Group"
7017,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
7017,"Red Cross Youth (Boys)","Uniform Group"
7017,"Scouts (Boys)","Uniform Group"
7017,"Concert Band (Boys)",Arts
7017,"English Drama (Boys)",Arts
7017,"Guitar Ensemble (Boys)",Arts
7017,"Badminton (Boys)",Sports
7017,"Floorball (Boys)",Sports
7017,"Football (Boys)",Sports
7017,"Golf (Boys)",Sports
7017,"Judo (Boys)",Sports
7017,"Softball (Boys)",Sports
7029,"Badminton (Boys)",Sports
7029,"Floorball (Girls)",Sports
7029,"Hockey (Boys)",Sports
7029,"Netball (Girls)",Sports
7029,"Volleyball (Girls and Boys)",Sports
7020,"Innovation (Boys) - IP","Clubs and Societies"
7020,"Innovation (Boys)","Clubs and Societies"
7020,"Leadership (Boys) - IP","Clubs and Societies"
7020,"Leadership (Boys)","Clubs and Societies"
7020,"Badminton (Boys) - IP",Sports
7020,"Badminton (Boys)",Sports
7020,"Basketball (Boys) - IP",Sports
7020,"Basketball (Boys)",Sports
7020,"Canoeing (Boys) - IP",Sports
7020,"Canoeing (Boys)",Sports
7020,"Cross Country (Boys) - IP",Sports
7020,"Cross Country (Boys)",Sports
7020,"Floorball (Boys) - IP",Sports
7020,"Floorball (Boys)",Sports
7020,"Football (Boys) - IP",Sports
7020,"Football (Boys)",Sports
7020,"Hockey (Boys) - IP",Sports
7020,"Hockey (Boys)",Sports
7020,"Judo (Boys) - IP",Sports
7020,"Judo (Boys)",Sports
7020,"Rugby (Boys) - IP",Sports
7020,"Rugby (Boys)",Sports
7020,"Sailing (Boys) - IP",Sports
7020,"Sailing (Boys)",Sports
7020,"Table Tennis (Boys) - IP",Sports
7020,"Table Tennis (Boys)",Sports
7020,"Tennis (Boys) - IP",Sports
7020,"Tennis (Boys)",Sports
7020,"Track and Field (Boys) - IP",Sports
7020,"Track and Field (Boys)",Sports
7020,"Visual Arts (Boys) - IP",Arts
7020,"Visual Arts (Boys)",Arts
7021,"Chinese Dance (Girls)","Clubs and Societies"
7021,"Choir (Girls)",Arts
7021,"Concert Band (Girls)",Arts
7021,"English Drama (Girls)",Arts
7021,"Indian Dance (Girls)",Arts
7021,"Malay Dance (Girls)",Arts
7021,"Modern Dance (Girls)",Arts
7021,"String Ensemble (Girls)",Arts
7021,"Badminton (Girls)",Sports
7021,"Basketball (Girls)",Sports
7021,"Bowling (Girls)",Sports
7021,"Fencing (Girls)",Sports
7021,"Floorball (Girls)",Sports
7021,"Netball (Girls)",Sports
7021,"Tennis (Girls)",Sports
7021,"Visual Arts (Girls)",Arts
7022,"Media/Journalism (Boys)","Clubs and Societies"
7022,"Community Youth Leadership (Boys)","Clubs and Societies"
7022,"National Cadet Corps (NCC) Land (Boys)","Uniform Group"
7022,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
7022,"Scouts (Boys)","Uniform Group"
7022,"Concert Band (Boys)",Arts
7022,"English Drama (Boys)",Arts
7022,"Guitar Ensemble (Boys)",Arts
7022,"Modern Dance (Boys)",Arts
7022,"Computational Thinking Skills (Boys)","Clubs and Societies"
7022,"Badminton (Boys)",Sports
7022,"Cricket (Boys)",Sports
7022,"Floorball (Boys)",Sports
7022,"Football (Boys)",Sports
7022,"Golf (Boys)",Sports
7022,"Tennis (Boys)",Sports
7022,"Track and Field (Boys)",Sports
3304,"Leadership (Girls and Boys)","Clubs and Societies"
3304,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3304,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3304,"Choir (Girls and Boys)",Arts
3304,"English Drama (Girls and Boys)",Arts
3304,"Malay Dance (Girls and Boys)",Arts
3304,"Military Band (Girls and Boys)",Arts
3304,"Science (Girls and Boys)","Clubs and Societies"
3304,"Badminton (Girls)",Sports
3304,"Basketball (Girls and Boys)",Sports
3304,"Bowling (Boys)",Sports
3304,"Floorball (Girls and Boys)",Sports
3304,"Football (Boys)",Sports
3037,"Chinese and Modern Dance (Girls and Boys)","Clubs and Societies"
3037,"Choir (Girls and Boys)",Arts
3037,"Concert Band (Girls and Boys)",Arts
3037,"English Drama (Girls and Boys)",Arts
3037,"Malay Dance (Girls and Boys)",Arts
3037,"Modern Dance (Girls and Boys)",Arts
3037,"STEM - Creative Engineering and Modelling (Girls and Boys)","Clubs and Societies"
3037,"Football (Girls and Boys)",Sports
3037,"Visual Arts (Girls and Boys)",Arts
3013,"Choir (Girls)",Arts
3013,"Concert Band (Girls)",Arts
3013,"Modern Dance (Girls)",Arts
3013,"Music Elective Programme (Girls)","Clubs and Societies"
3013,"String Ensemble (Girls)",Arts
3013,"Badminton (Girls)",Sports
3013,"Bowling (Girls)",Sports
3013,"Floorball (Girls)",Sports
3013,"Netball (Girls)",Sports
3013,"Sailing (Girls)",Sports
3013,"Softball (Girls)",Sports
3512,"Malay Language (Girls and Boys)","Clubs and Societies"
3512,"National Cadet Corps (NCC) Land (Boys)","Uniform Group"
3512,"National Cadet Corps (NCC) Sea (Boys)","Uniform Group"
3512,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3512,"Choir (Girls and Boys)",Arts
3512,"Marching Band (Girls and Boys)",Arts
3512,"STEM (Girls and Boys)","Clubs and Societies"
3512,"Floorball (Girls)",Sports
3512,"Football (Boys)",Sports
3512,"Netball (Girls)",Sports
702,"Chinese Language (Girls and Boys)","Clubs and Societies"
702,"English Language (Girls and Boys)","Clubs and Societies"
702,"Leadership (Girls and Boys)","Clubs and Societies"
702,"Concert Band (Girls and Boys)",Arts
702,"Music Elective Programme (Girls and Boys)","Clubs and Societies"
702,"Mathematics (Girls and Boys)","Clubs and Societies"
702,"Science (Girls and Boys)","Clubs and Societies"
702,"Badminton (Girls and Boys)",Sports
702,"Basketball (Girls and Boys)",Sports
702,"Bowling (Girls and Boys)",Sports
702,"Taekwondo (Girls and Boys)",Sports
3030,"Leadership (Girls and Boys)","Clubs and Societies"
3030,"Choir (Girls and Boys)",Arts
3030,"English Drama (Girls and Boys)",Arts
3030,"Modern Dance (Girls and Boys)",Arts
3030,"Shooting (Girls and Boys)",Sports
3611,"Basketball (Girls and Boys)",Sports
3611,"Table Tennis (Girls and Boys)",Sports
3611,"Volleyball (Girls)",Sports
